Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_pct,net_total,days_since_purchase
Europe,Finland,Vegetables,Online,H,2010-04-10,429588878,2010-05-23,3750,154.06,90.93,577725.0,340987.5,236737.5,2010-04-10,429588878,Vegetables,154.06,3750,NOCOUP,Finland,0,577725.0,5651
North America,Greenland,Personal Care,Offline,H,2016-02-17,122651898,2016-03-10,4277,81.73,56.67,349559.21,242377.59,107181.62,2016-02-17,122651898,Personal Care,81.73,4277,VIP20,Greenland,20,279647.368,3512
Europe,Netherlands,Baby Food,Offline,H,2010-09-22,470458877,2010-09-24,8091,255.28,159.42,2065470.48,1289867.22,775603.26,2010-09-22,470458877,Baby Food,255.28,8091,SAVE10,Netherlands,10,1858923.432,5486
Middle East and North Africa,Kuwait,Meat,Offline,M,2016-10-27,105871140,2016-12-03,8478,421.89,364.69,3576783.42,3091841.82,484941.6,2016-10-27,105871140,Meat,421.89,8478,SAVE10,Kuwait,10,3219105.078,3259
Europe,Belgium,Beverages,Online,M,2016-08-08,432062518,2016-08-24,5755,47.45,31.79,273074.75,182951.45,90123.3,2016-08-08,432062518,Beverages,47.45,5755,SAVE10,Belgium,10,245767.275,3339
Middle East and North Africa,Egypt,Fruits,Offline,C,2016-01-13,672519338,2016-02-27,2272,9.33,6.92,21197.76,15722.24,5475.52,2016-01-13,672519338,Fruits,9.33,2272,NOCOUP,Egypt,0,21197.76,3547
Central America and the Caribbean,Dominican Republic,Cosmetics,Offline,L,2010-10-13,121040427,2010-10-28,7407,437.2,263.33,3238340.4,1950485.31,1287855.09,2010-10-13,121040427,Cosmetics,437.2,7407,NOCOUP,Dominican Republic,0,3238340.4,5465
Middle East and North Africa,United Arab Emirates,Fruits,Online,C,2012-09-24,391737115,2012-10-29,2572,9.33,6.92,23996.76,17798.24,6198.52,2012-09-24,391737115,Fruits,9.33,2572,NOCOUP,United Arab Emirates,0,23996.76,4753
Middle East and North Africa,Syria,Vegetables,Online,C,2015-11-22,469033229,2016-01-07,6210,154.06,90.93,956712.6,564675.3,392037.3,2015-11-22,469033229,Vegetables,154.06,6210,NOCOUP,Syria,0,956712.6,3599
Europe,United Kingdom,Clothes,Offline,C,2015-05-07,757665097,2015-05-14,8794,109.28,35.84,961008.32,315176.96,645831.36,2015-05-07,757665097,Clothes,109.28,8794,SAVE10,London,10,864907.4880000001,3798
Europe,Monaco,Cereal,Offline,H,2011-01-08,832681548,2011-01-22,7829,205.7,117.11,1610425.3,916854.19,693571.11,2011-01-08,832681548,Cereal,205.7,7829,NOCOUP,Monaco,0,1610425.2999999998,5378
Middle East and North Africa,Syria,Meat,Offline,H,2011-06-26,789443910,2011-07-22,2851,421.89,364.69,1202808.39,1039731.19,163077.2,2011-06-26,789443910,Meat,421.89,2851,NOCOUP,Syria,0,1202808.39,5209
Central America and the Caribbean,Dominica,Personal Care,Offline,H,2015-01-03,793626010,2015-02-13,427,81.73,56.67,34898.71,24198.09,10700.62,2015-01-03,793626010,Personal Care,81.73,427,VIP20,Dominica,20,27918.968,3922
Australia and Oceania,Tuvalu,Vegetables,Online,L,2013-05-11,631214177,2013-05-28,9157,154.06,90.93,1410727.42,832646.01,578081.41,2013-05-11,631214177,Vegetables,154.06,9157,NOCOUP,Tuvalu,0,1410727.42,4524
Europe,Iceland,Baby Food,Online,C,2010-09-23,158507239,2010-09-29,4669,255.28,159.42,1191902.32,744331.98,447570.34,2010-09-23,158507239,Baby Food,255.28,4669,SAVE10,Iceland,10,1072712.088,5485
Central America and the Caribbean,Antigua and Barbuda ,Personal Care,Online,L,2012-05-13,652116525,2012-06-01,4626,81.73,56.67,378082.98,262155.42,115927.56,2012-05-13,652116525,Personal Care,81.73,4626,VIP20,Antigua And Barbuda ,20,302466.384,4887
Sub-Saharan Africa,Cote d'Ivoire,Cereal,Online,C,2013-03-27,758965861,2013-04-03,3719,205.7,117.11,764998.3,435532.09,329466.21,2013-03-27,758965861,Cereal,205.7,3719,NOCOUP,Cote D'Ivoire,0,764998.2999999999,4569
Australia and Oceania,Tuvalu,Vegetables,Offline,L,2016-12-07,546291577,2017-01-09,8672,154.06,90.93,1336008.32,788544.96,547463.36,2016-12-07,546291577,Vegetables,154.06,8672,NOCOUP,Tuvalu,0,1336008.32,3218
Sub-Saharan Africa,Mauritius ,Fruits,Online,L,2016-10-06,151642501,2016-11-25,3241,9.33,6.92,30238.53,22427.72,7810.81,2016-10-06,151642501,Fruits,9.33,3241,NOCOUP,Mauritius ,0,30238.53,3280
Central America and the Caribbean,El Salvador,Meat,Offline,C,2014-09-02,232879960,2014-09-24,3210,421.89,364.69,1354266.9,1170654.9,183612.0,2014-09-02,232879960,Meat,421.89,3210,NOCOUP,El Salvador,0,1354266.9,4045
Asia,Maldives,Snacks,Offline,L,2017-06-10,618177783,2017-06-14,1398,152.58,97.44,213306.84,136221.12,77085.72,2017-06-10,618177783,Snacks,152.58,1398,NOCOUP,Maldives,0,213306.84000000003,3033
Australia and Oceania,Australia,Snacks,Online,M,2010-03-21,756022298,2010-04-02,2653,152.58,97.44,404794.74,258508.32,146286.42,2010-03-21,756022298,Snacks,152.58,2653,SAVE10,Australia,10,364315.26600000006,5671
Middle East and North Africa,Iran,Beverages,Offline,L,2013-04-13,165212333,2013-04-15,8855,47.45,31.79,420169.75,281500.45,138669.3,2013-04-13,165212333,Beverages,47.45,8855,NOCOUP,Iran,0,420169.75,4552
Sub-Saharan Africa,Guinea,Personal Care,Offline,M,2010-02-11,684859216,2010-03-26,3916,81.73,56.67,320054.68,221919.72,98134.96,2010-02-11,684859216,Personal Care,81.73,3916,SAVE10,Guinea,10,288049.212,5709
Asia,Japan,Fruits,Offline,L,2011-10-08,624386775,2011-11-16,8777,9.33,6.92,81889.41,60736.84,21152.57,2011-10-08,624386775,Fruits,9.33,8777,NOCOUP,Japan,0,81889.41,5105
Middle East and North Africa,Kuwait,Cereal,Offline,L,2015-03-21,613531339,2015-04-03,6412,205.7,117.11,1318948.4,750909.32,568039.08,2015-03-21,613531339,Cereal,205.7,6412,NOCOUP,Kuwait,0,1318948.4,3845
Sub-Saharan Africa,Rwanda,Vegetables,Offline,C,2014-09-16,452341735,2014-10-08,6826,154.06,90.93,1051613.56,620688.18,430925.38,2014-09-16,452341735,Vegetables,154.06,6826,NOCOUP,Rwanda,0,1051613.56,4031
Europe,Slovenia,Cereal,Online,C,2013-02-17,461179292,2013-03-27,2056,205.7,117.11,422919.2,240778.16,182141.04,2013-02-17,461179292,Cereal,205.7,2056,NOCOUP,Slovenia,0,422919.19999999995,4607
Asia,Cambodia,Meat,Online,L,2010-08-27,130717837,2010-09-16,1168,421.89,364.69,492767.52,425957.92,66809.6,2010-08-27,130717837,Meat,421.89,1168,NOCOUP,Cambodia,0,492767.51999999996,5512
Middle East and North Africa,Morocco,Vegetables,Online,M,2016-01-29,371943700,2016-03-12,5261,154.06,90.93,810509.66,478382.73,332126.93,2016-01-29,371943700,Vegetables,154.06,5261,SAVE10,Morocco,10,729458.694,3531
Middle East and North Africa,Somalia,Household,Online,H,2012-10-07,366155707,2012-10-23,2465,668.27,502.54,1647285.55,1238761.1,408524.45,2012-10-07,366155707,Household,668.27,2465,SAVE15,Somalia,15,1400192.7175,4740
Middle East and North Africa,Azerbaijan,Cosmetics,Offline,L,2015-06-11,714965188,2015-06-26,2942,437.2,263.33,1286242.4,774716.86,511525.54,2015-06-11,714965188,Cosmetics,437.2,2942,NOCOUP,Azerbaijan,0,1286242.4,3763
Europe,Moldova ,Clothes,Offline,H,2013-05-21,290295970,2013-05-25,3883,109.28,35.84,424334.24,139166.72,285167.52,2013-05-21,290295970,Clothes,109.28,3883,SAVE10,Moldova ,10,381900.816,4514
Europe,Italy,Snacks,Online,C,2012-02-02,284384381,2012-02-10,4513,152.58,97.44,688593.54,439746.72,248846.82,2012-02-02,284384381,Snacks,152.58,4513,SAVE15,Italy,15,585304.509,4988
Sub-Saharan Africa,Ghana,Cosmetics,Online,C,2014-04-26,159779250,2014-06-08,1086,437.2,263.33,474799.2,285976.38,188822.82,2014-04-26,159779250,Cosmetics,437.2,1086,SAVE15,Ghana,15,403579.32,4174
Middle East and North Africa,Israel,Cereal,Offline,M,2016-05-02,799341905,2016-06-06,1888,205.7,117.11,388361.6,221103.68,167257.92,2016-05-02,799341905,Cereal,205.7,1888,SAVE10,Israel,10,349525.44,3437
Sub-Saharan Africa,Benin,Fruits,Offline,C,2011-09-07,456246173,2011-09-07,2236,9.33,6.92,20861.88,15473.12,5388.76,2011-09-07,456246173,Fruits,9.33,2236,NOCOUP,Benin,0,20861.88,5136
Asia,Taiwan,Clothes,Online,H,2010-02-10,603978383,2010-03-01,9480,109.28,35.84,1035974.4,339763.2,696211.2,2010-02-10,603978383,Clothes,109.28,9480,SAVE10,Taiwan,10,932376.9600000001,5710
Sub-Saharan Africa,Mozambique,Baby Food,Offline,C,2011-01-28,986337363,2011-02-06,7999,255.28,159.42,2041984.72,1275200.58,766784.14,2011-01-28,986337363,Baby Food,255.28,7999,SAVE10,Mozambique,10,1837786.248,5358
Australia and Oceania,Samoa ,Cereal,Online,M,2015-02-06,967434442,2015-02-07,4205,205.7,117.11,864968.5,492447.55,372520.95,2015-02-06,967434442,Cereal,205.7,4205,SAVE10,Samoa ,10,778471.65,3888
Middle East and North Africa,Afghanistan,Cosmetics,Online,C,2012-05-29,881693446,2012-06-13,1539,437.2,263.33,672850.8,405264.87,267585.93,2012-05-29,881693446,Cosmetics,437.2,1539,SAVE15,Afghanistan,15,571923.1799999999,4871
Sub-Saharan Africa,Mauritania,Fruits,Online,C,2017-01-04,683850705,2017-02-06,5475,9.33,6.92,51081.75,37887.0,13194.75,2017-01-04,683850705,Fruits,9.33,5475,NOCOUP,Mauritania,0,51081.75,3190
Sub-Saharan Africa,Mozambique,Office Supplies,Online,H,2017-06-25,398955047,2017-07-20,8519,651.21,524.96,5547657.99,4472134.24,1075523.75,2017-06-25,398955047,Office Supplies,651.21,8519,NOCOUP,Mozambique,0,5547657.99,3018
Australia and Oceania,Fiji,Fruits,Online,L,2011-01-10,572367799,2011-02-05,5206,9.33,6.92,48571.98,36025.52,12546.46,2011-01-10,572367799,Fruits,9.33,5206,NOCOUP,Fiji,0,48571.98,5376
Europe,Albania,Snacks,Offline,H,2014-11-07,919762790,2014-11-14,7103,152.58,97.44,1083775.74,692116.32,391659.42,2014-11-07,919762790,Snacks,152.58,7103,SAVE15,Albania,15,921209.379,3979
Sub-Saharan Africa,South Sudan,Household,Online,M,2016-12-06,777126348,2016-12-12,7811,668.27,502.54,5219856.97,3925339.94,1294517.03,2016-12-06,777126348,Household,668.27,7811,SAVE10,South Sudan,10,4697871.273,3219
Middle East and North Africa,Egypt,Personal Care,Online,L,2010-02-07,450757300,2010-03-25,7957,81.73,56.67,650325.61,450923.19,199402.42,2010-02-07,450757300,Personal Care,81.73,7957,VIP20,Egypt,20,520260.488,5713
Europe,Portugal,Beverages,Online,C,2010-12-23,767266976,2011-01-05,204,47.45,31.79,9679.8,6485.16,3194.64,2010-12-23,767266976,Beverages,47.45,204,NOCOUP,Portugal,0,9679.800000000001,5394
Europe,Netherlands,Office Supplies,Offline,C,2010-09-23,823579204,2010-10-28,4243,651.21,524.96,2763084.03,2227405.28,535678.75,2010-09-23,823579204,Office Supplies,651.21,4243,NOCOUP,Netherlands,0,2763084.0300000003,5485
Sub-Saharan Africa,Democratic Republic of the Congo,Cosmetics,Online,C,2016-09-26,236930310,2016-11-14,1799,437.2,263.33,786522.8,473730.67,312792.13,2016-09-26,236930310,Cosmetics,437.2,1799,SAVE15,Democratic Republic Of The Congo,15,668544.3799999999,3290
Europe,Albania,Clothes,Offline,C,2010-12-14,494869124,2011-01-14,1626,109.28,35.84,177689.28,58275.84,119413.44,2010-12-14,494869124,Clothes,109.28,1626,SAVE10,Albania,10,159920.352,5403
Australia and Oceania,Papua New Guinea,Vegetables,Offline,L,2014-03-30,905256974,2014-04-22,4510,154.06,90.93,694810.6,410094.3,284716.3,2014-03-30,905256974,Vegetables,154.06,4510,NOCOUP,Papua New Guinea,0,694810.6,4201
Asia,Maldives,Cereal,Offline,C,2014-06-23,846267688,2014-06-27,8270,205.7,117.11,1701139.0,968499.7,732639.3,2014-06-23,846267688,Cereal,205.7,8270,NOCOUP,Maldives,0,1701139.0,4116
Sub-Saharan Africa,Gabon,Baby Food,Offline,C,2015-09-19,216387593,2015-10-04,2752,255.28,159.42,702530.56,438723.84,263806.72,2015-09-19,216387593,Baby Food,255.28,2752,SAVE10,Gabon,10,632277.5040000001,3663
North America,Greenland,Fruits,Offline,H,2011-09-28,784415519,2011-11-05,4838,9.33,6.92,45138.54,33478.96,11659.58,2011-09-28,784415519,Fruits,9.33,4838,NOCOUP,Greenland,0,45138.54,5115
Sub-Saharan Africa,Sierra Leone,Personal Care,Offline,L,2012-07-17,339462792,2012-07-30,3439,81.73,56.67,281069.47,194888.13,86181.34,2012-07-17,339462792,Personal Care,81.73,3439,VIP20,Sierra Leone,20,224855.57600000003,4822
Central America and the Caribbean,Costa Rica,Cereal,Offline,M,2010-03-28,340953242,2010-04-22,4496,205.7,117.11,924827.2,526526.56,398300.64,2010-03-28,340953242,Cereal,205.7,4496,SAVE10,Costa Rica,10,832344.48,5664
Europe,Hungary,Fruits,Online,C,2013-02-26,968623197,2013-03-15,5984,9.33,6.92,55830.72,41409.28,14421.44,2013-02-26,968623197,Fruits,9.33,5984,NOCOUP,Hungary,0,55830.72,4598
Europe,Greece,Cereal,Offline,H,2011-10-07,672521483,2011-10-30,2907,205.7,117.11,597969.9,340438.77,257531.13,2011-10-07,672521483,Cereal,205.7,2907,NOCOUP,Greece,0,597969.9,5106
Central America and the Caribbean,The Bahamas,Baby Food,Offline,H,2012-09-25,223009431,2012-11-05,2301,255.28,159.42,587399.28,366825.42,220573.86,2012-09-25,223009431,Baby Food,255.28,2301,SAVE10,The Bahamas,10,528659.3520000001,4752
Europe,Estonia,Personal Care,Online,L,2012-06-13,460760867,2012-06-16,8235,81.73,56.67,673046.55,466677.45,206369.1,2012-06-13,460760867,Personal Care,81.73,8235,VIP20,Estonia,20,538437.2400000001,4856
Australia and Oceania,Tonga,Vegetables,Online,L,2015-12-04,946762120,2015-12-13,6805,154.06,90.93,1048378.3,618778.65,429599.65,2015-12-04,946762120,Vegetables,154.06,6805,NOCOUP,Tonga,0,1048378.3,3587
Middle East and North Africa,Egypt,Household,Offline,M,2010-04-24,412312018,2010-06-10,1144,668.27,502.54,764500.88,574905.76,189595.12,2010-04-24,412312018,Household,668.27,1144,SAVE10,Egypt,10,688050.792,5637
Europe,Norway,Clothes,Online,L,2014-02-11,809021890,2014-02-24,6410,109.28,35.84,700484.8,229734.4,470750.4,2014-02-11,809021890,Clothes,109.28,6410,SAVE10,Norway,10,630436.3200000001,4248
Sub-Saharan Africa,Kenya,Baby Food,Online,H,2012-10-30,558815562,2012-12-17,4798,255.28,159.42,1224833.44,764897.16,459936.28,2012-10-30,558815562,Baby Food,255.28,4798,SAVE10,Kenya,10,1102350.096,4717
Asia,Bangladesh,Vegetables,Offline,H,2015-09-26,403929364,2015-09-27,530,154.06,90.93,81651.8,48192.9,33458.9,2015-09-26,403929364,Vegetables,154.06,530,NOCOUP,Bangladesh,0,81651.8,3656
Europe,France,Cereal,Offline,M,2014-03-30,256912124,2014-04-13,4861,205.7,117.11,999907.7,569271.71,430635.99,2014-03-30,256912124,Cereal,205.7,4861,SAVE10,Paris,10,899916.9299999999,4201
Australia and Oceania,Marshall Islands,Cereal,Offline,C,2015-12-20,550625169,2016-01-28,1078,205.7,117.11,221744.6,126244.58,95500.02,2015-12-20,550625169,Cereal,205.7,1078,NOCOUP,Marshall Islands,0,221744.59999999998,3571
Europe,Bosnia and Herzegovina,Vegetables,Online,H,2010-09-02,888242328,2010-09-18,9498,154.06,90.93,1463261.88,863653.14,599608.74,2010-09-02,888242328,Vegetables,154.06,9498,NOCOUP,Bosnia And Herzegovina,0,1463261.8800000001,5506
Sub-Saharan Africa,Namibia,Meat,Offline,L,2011-11-18,493249928,2011-11-19,2470,421.89,364.69,1042068.3,900784.3,141284.0,2011-11-18,493249928,Meat,421.89,2470,NOCOUP,Namibia,0,1042068.2999999999,5064
Europe,Croatia,Household,Online,C,2015-04-11,459446799,2015-05-17,9373,668.27,502.54,6263694.71,4710307.42,1553387.29,2015-04-11,459446799,Household,668.27,9373,SAVE15,Croatia,15,5324140.5035,3824
Europe,Norway,Cosmetics,Offline,M,2010-01-05,600944268,2010-01-31,1618,437.2,263.33,707389.6,426067.94,281321.66,2010-01-05,600944268,Cosmetics,437.2,1618,SAVE10,Norway,10,636650.64,5746
Europe,Croatia,Snacks,Offline,L,2012-10-29,802166163,2012-11-15,7649,152.58,97.44,1167084.42,745318.56,421765.86,2012-10-29,802166163,Snacks,152.58,7649,NOCOUP,Croatia,0,1167084.4200000002,4718
Sub-Saharan Africa,Sierra Leone,Cereal,Offline,H,2011-03-23,567848813,2011-04-07,7937,205.7,117.11,1632640.9,929502.07,703138.83,2011-03-23,567848813,Cereal,205.7,7937,NOCOUP,Sierra Leone,0,1632640.9,5304
Europe,Russia,Meat,Online,C,2012-09-14,373041045,2012-10-01,9990,421.89,364.69,4214681.1,3643253.1,571428.0,2012-09-14,373041045,Meat,421.89,9990,NOCOUP,Russia,0,4214681.1,4763
Europe,Ireland,Fruits,Online,M,2010-09-09,313104188,2010-10-11,3342,9.33,6.92,31180.86,23126.64,8054.22,2010-09-09,313104188,Fruits,9.33,3342,SAVE10,Ireland,10,28062.774,5499
Middle East and North Africa,Pakistan,Snacks,Offline,C,2011-01-10,553712069,2011-01-17,4561,152.58,97.44,695917.38,444423.84,251493.54,2011-01-10,553712069,Snacks,152.58,4561,SAVE15,Pakistan,15,591529.773,5376
North America,Canada,Vegetables,Offline,L,2013-01-19,880851018,2013-01-21,2246,154.06,90.93,346018.76,204228.78,141789.98,2013-01-19,880851018,Vegetables,154.06,2246,NOCOUP,Toronto,0,346018.76,4636
Middle East and North Africa,Qatar,Beverages,Offline,M,2013-05-21,250819861,2013-06-07,2026,47.45,31.79,96133.7,64406.54,31727.16,2013-05-21,250819861,Beverages,47.45,2026,SAVE10,Qatar,10,86520.33000000002,4514
Asia,Turkmenistan,Personal Care,Online,C,2017-04-13,840229928,2017-04-27,1562,81.73,56.67,127662.26,88518.54,39143.72,2017-04-13,840229928,Personal Care,81.73,1562,VIP20,Turkmenistan,20,102129.80800000002,3091
Europe,Moldova ,Meat,Offline,L,2012-02-15,396005046,2012-03-31,5548,421.89,364.69,2340645.72,2023300.12,317345.6,2012-02-15,396005046,Meat,421.89,5548,NOCOUP,Moldova ,0,2340645.7199999997,4975
Middle East and North Africa,Pakistan,Vegetables,Offline,H,2016-08-28,785381543,2016-09-17,706,154.06,90.93,108766.36,64196.58,44569.78,2016-08-28,785381543,Vegetables,154.06,706,NOCOUP,Pakistan,0,108766.36,3319
Australia and Oceania,Tuvalu,Cereal,Online,L,2016-08-12,345908248,2016-09-25,792,205.7,117.11,162914.4,92751.12,70163.28,2016-08-12,345908248,Cereal,205.7,792,NOCOUP,Tuvalu,0,162914.4,3335
Asia,Sri Lanka,Office Supplies,Online,L,2013-12-08,635446488,2014-01-09,1592,651.21,524.96,1036726.32,835736.32,200990.0,2013-12-08,635446488,Office Supplies,651.21,1592,NOCOUP,Sri Lanka,0,1036726.3200000001,4313
Europe,Finland,Baby Food,Online,H,2015-05-31,582170093,2015-07-07,5922,255.28,159.42,1511768.16,944085.24,567682.92,2015-05-31,582170093,Baby Food,255.28,5922,SAVE10,Finland,10,1360591.344,3774
Europe,France,Office Supplies,Online,L,2013-10-04,534565389,2013-10-30,8633,651.21,524.96,5621895.93,4531979.68,1089916.25,2013-10-04,534565389,Office Supplies,651.21,8633,NOCOUP,Paris,0,5621895.930000001,4378
Middle East and North Africa,Bahrain,Fruits,Online,L,2014-02-08,911431205,2014-02-12,1602,9.33,6.92,14946.66,11085.84,3860.82,2014-02-08,911431205,Fruits,9.33,1602,NOCOUP,Bahrain,0,14946.66,4251
Sub-Saharan Africa,Cote d'Ivoire,Snacks,Online,M,2015-02-02,851878869,2015-03-15,8743,152.58,97.44,1334006.94,851917.92,482089.02,2015-02-02,851878869,Snacks,152.58,8743,SAVE10,Cote D'Ivoire,10,1200606.2460000003,3892
Europe,Hungary,Personal Care,Offline,M,2012-08-10,465332210,2012-09-22,996,81.73,56.67,81403.08,56443.32,24959.76,2012-08-10,465332210,Personal Care,81.73,996,SAVE10,Hungary,10,73262.772,4798
Europe,Bulgaria,Clothes,Offline,H,2011-03-20,381527554,2011-04-17,1337,109.28,35.84,146107.36,47918.08,98189.28,2011-03-20,381527554,Clothes,109.28,1337,SAVE10,Bulgaria,10,131496.624,5307
Middle East and North Africa,Afghanistan,Personal Care,Offline,M,2012-09-21,400513732,2012-09-28,9768,81.73,56.67,798338.64,553552.56,244786.08,2012-09-21,400513732,Personal Care,81.73,9768,SAVE10,Afghanistan,10,718504.7760000001,4756
Europe,Kosovo,Cosmetics,Online,M,2012-06-16,842652070,2012-06-16,8328,437.2,263.33,3641001.6,2193012.24,1447989.36,2012-06-16,842652070,Cosmetics,437.2,8328,SAVE10,Kosovo,10,3276901.44,4853
Australia and Oceania,Australia,Meat,Online,H,2010-07-30,298616397,2010-08-17,6083,421.89,364.69,2566356.87,2218409.27,347947.6,2010-07-30,298616397,Meat,421.89,6083,NOCOUP,Australia,0,2566356.87,5540
Europe,United Kingdom,Personal Care,Offline,C,2015-11-22,579393041,2015-12-26,4131,81.73,56.67,337626.63,234103.77,103522.86,2015-11-22,579393041,Personal Care,81.73,4131,VIP20,London,20,270101.304,3599
Europe,Germany,Office Supplies,Offline,L,2011-10-05,866280829,2011-10-14,603,651.21,524.96,392679.63,316550.88,76128.75,2011-10-05,866280829,Office Supplies,651.21,603,NOCOUP,Berlin,0,392679.63,5108
Europe,Spain,Personal Care,Offline,H,2012-11-26,860891091,2012-12-14,5660,81.73,56.67,462591.8,320752.2,141839.6,2012-11-26,860891091,Personal Care,81.73,5660,VIP20,Spain,20,370073.44000000006,4690
Europe,Latvia,Baby Food,Offline,C,2016-03-06,335147655,2016-03-29,6494,255.28,159.42,1657788.32,1035273.48,622514.84,2016-03-06,335147655,Baby Food,255.28,6494,SAVE10,Latvia,10,1492009.4880000001,3494
Europe,Italy,Cosmetics,Online,L,2011-12-06,481286847,2011-12-08,2328,437.2,263.33,1017801.6,613032.24,404769.36,2011-12-06,481286847,Cosmetics,437.2,2328,NOCOUP,Italy,0,1017801.6,5046
Middle East and North Africa,Lebanon,Snacks,Online,C,2010-07-01,761857497,2010-07-20,9418,152.58,97.44,1436998.44,917689.92,519308.52,2010-07-01,761857497,Snacks,152.58,9418,SAVE15,Lebanon,15,1221448.674,5569
Europe,Romania,Vegetables,Online,L,2015-09-20,259720933,2015-09-20,6050,154.06,90.93,932063.0,550126.5,381936.5,2015-09-20,259720933,Vegetables,154.06,6050,NOCOUP,Romania,0,932063.0,3662
Middle East and North Africa,Lebanon,Cosmetics,Offline,H,2013-07-23,828050982,2013-08-07,7542,437.2,263.33,3297362.4,1986034.86,1311327.54,2013-07-23,828050982,Cosmetics,437.2,7542,SAVE15,Lebanon,15,2802758.04,4451
Europe,Bosnia and Herzegovina,Household,Offline,L,2013-10-08,340333974,2013-11-17,1241,668.27,502.54,829323.07,623652.14,205670.93,2013-10-08,340333974,Household,668.27,1241,NOCOUP,Bosnia And Herzegovina,0,829323.07,4374
Asia,Maldives,Cereal,Online,L,2015-10-22,340368735,2015-12-05,1527,205.7,117.11,314103.9,178826.97,135276.93,2015-10-22,340368735,Cereal,205.7,1527,NOCOUP,Maldives,0,314103.89999999997,3630
Sub-Saharan Africa,Cape Verde,Personal Care,Online,L,2012-08-14,192266595,2012-08-21,4813,81.73,56.67,393366.49,272752.71,120613.78,2012-08-14,192266595,Personal Care,81.73,4813,VIP20,Cape Verde,20,314693.19200000004,4794
Sub-Saharan Africa,Ethiopia,Vegetables,Offline,M,2017-02-25,230451381,2017-02-25,4540,154.06,90.93,699432.4,412822.2,286610.2,2017-02-25,230451381,Vegetables,154.06,4540,SAVE10,Ethiopia,10,629489.16,3138
Sub-Saharan Africa,Cape Verde,Fruits,Online,C,2013-02-15,409659421,2013-02-20,6181,9.33,6.92,57668.73,42772.52,14896.21,2013-02-15,409659421,Fruits,9.33,6181,NOCOUP,Cape Verde,0,57668.73,4609
Europe,Kosovo,Office Supplies,Online,M,2011-10-30,754939544,2011-12-11,2242,651.21,524.96,1460012.82,1176960.32,283052.5,2011-10-30,754939544,Office Supplies,651.21,2242,SAVE10,Kosovo,10,1314011.5380000002,5083
Central America and the Caribbean,Dominican Republic,Personal Care,Online,M,2010-06-21,911653077,2010-08-06,7259,81.73,56.67,593278.07,411367.53,181910.54,2010-06-21,911653077,Personal Care,81.73,7259,SAVE10,Dominican Republic,10,533950.263,5579
Europe,Monaco,Household,Online,M,2011-02-08,595473849,2011-03-18,2800,668.27,502.54,1871156.0,1407112.0,464044.0,2011-02-08,595473849,Household,668.27,2800,SAVE10,Monaco,10,1684040.4000000001,5347
Australia and Oceania,Federated States of Micronesia,Fruits,Offline,H,2016-11-11,942388188,2016-11-16,2462,9.33,6.92,22970.46,17037.04,5933.42,2016-11-11,942388188,Fruits,9.33,2462,NOCOUP,Federated States Of Micronesia,0,22970.46,3244
Central America and the Caribbean,The Bahamas,Cereal,Offline,H,2012-12-31,458694922,2013-01-21,6876,205.7,117.11,1414393.2,805248.36,609144.84,2012-12-31,458694922,Cereal,205.7,6876,NOCOUP,The Bahamas,0,1414393.2,4655
Central America and the Caribbean,Barbados,Personal Care,Online,C,2016-02-17,871005380,2016-03-11,8702,81.73,56.67,711214.46,493142.34,218072.12,2016-02-17,871005380,Personal Care,81.73,8702,VIP20,Barbados,20,568971.5680000001,3512
Sub-Saharan Africa,Burkina Faso,Office Supplies,Offline,M,2017-06-04,376243388,2017-07-10,7634,651.21,524.96,4971337.14,4007544.64,963792.5,2017-06-04,376243388,Office Supplies,651.21,7634,SAVE10,Burkina Faso,10,4474203.426000001,3039
Europe,Slovakia,Snacks,Online,C,2016-09-11,391645276,2016-10-30,5395,152.58,97.44,823169.1,525688.8,297480.3,2016-09-11,391645276,Snacks,152.58,5395,SAVE15,Slovakia,15,699693.7350000001,3305
Australia and Oceania,Samoa ,Fruits,Offline,L,2011-01-14,604759871,2011-02-22,740,9.33,6.92,6904.2,5120.8,1783.4,2011-01-14,604759871,Fruits,9.33,740,NOCOUP,Samoa ,0,6904.2,5372
Asia,Cambodia,Clothes,Online,H,2013-09-29,323448503,2013-11-15,4454,109.28,35.84,486733.12,159631.36,327101.76,2013-09-29,323448503,Clothes,109.28,4454,SAVE10,Cambodia,10,438059.808,4383
Sub-Saharan Africa,South Sudan,Clothes,Online,H,2012-09-06,725884997,2012-09-07,4356,109.28,35.84,476023.68,156119.04,319904.64,2012-09-06,725884997,Clothes,109.28,4356,SAVE10,South Sudan,10,428421.312,4771
Sub-Saharan Africa,Chad,Cosmetics,Offline,C,2011-12-02,810555684,2012-01-15,294,437.2,263.33,128536.8,77419.02,51117.78,2011-12-02,810555684,Cosmetics,437.2,294,SAVE15,Chad,15,109256.28,5050
Asia,South Korea,Cereal,Offline,C,2012-10-20,546259391,2012-10-23,9148,205.7,117.11,1881743.6,1071322.28,810421.32,2012-10-20,546259391,Cereal,205.7,9148,NOCOUP,South Korea,0,1881743.5999999999,4727
